train_acc;train_loss;test_acc;test_class_acc;test_loss
0.5659161710563578;0.0662188536472276;0.562111801242236;0.5565735553480652;0.6840651740568765
0.6182384593599547;0.060593220027089584;0.65527950310559;0.6561105923851022;0.7859115719054797
0.6190172755593315;0.057072136426287896;0.5590062111801242;0.5555555555555555;0.8276276655078675
0.6249645992636648;0.058272873458691345;0.5869565217391305;0.5711692084241103;0.7915945086419952
0.6018125177003681;0.060073108758577035;0.41304347826086957;0.39814814814814814;1.121374557847562
0.6219909374114982;0.05815914161764637;0.639751552795031;0.6406006847183318;0.5553939947800607
0.6524355706598698;0.054664097395337195;0.6149068322981367;0.6146708683473389;0.7067409885225829
0.6467714528462193;0.05515349115697277;0.577639751552795;0.5796049901442059;0.808280404680264
0.6420985556499575;0.05695163325601876;0.6118012422360248;0.6030514057474842;0.6921581102083929
0.6265930331350892;0.056912193053045596;0.6242236024844721;0.6184510841373586;0.629424094968701
0.6343811951288586;0.05423020041276957;0.6521739130434783;0.6363536155202821;0.5808676968079917
0.6610733503256869;0.05205037827521493;0.6304347826086957;0.6333190683680879;0.6754411677396075
0.6719767771169639;0.05232997827481592;0.6335403726708074;0.6198257080610022;0.6994086278151281
0.671197960917587;0.054009474726830806;0.6490683229813664;0.647836912542795;0.5871314310139011
0.6912347776833758;0.05279468335588742;0.6366459627329193;0.6288320883909119;0.5929609440868686
0.6914471821013876;0.05199045112424778;0.6242236024844721;0.6226073762838469;0.6182609333755067
0.685995468705749;0.050044312178856305;0.7204968944099379;0.7167496628280942;0.5455117793927281
0.6724723874256586;0.053061422817147715;0.6459627329192547;0.6401273472351904;0.5835071700330107
0.6890399320305864;0.050119542752683675;0.6832298136645962;0.6757443718228032;0.617960272368437
0.7169357122628152;0.04984867205772192;0.6521739130434783;0.6371122523083307;0.7241886926363714
0.7141036533559898;0.05359941227354301;0.7546583850931677;0.7475749559082893;0.5535245541460025
0.7388133673180401;0.04789928517021988;0.34782608695652173;0.3333333333333333;1.9771806993839904
0.7161568960634382;0.04961437424782748;0.7298136645962733;0.7192136113704741;0.5367702225350445
0.7639478901161145;0.04251182971294281;0.7732919254658385;0.7710278555866791;0.49946939769368737
0.7724440668365901;0.04596513061437956;0.7360248447204969;0.7265924888473908;0.499632451382483
0.77017841971113;0.04442936320232397;0.7670807453416149;0.76576278659612;0.5551948405755973
0.7740725007080146;0.04417681390897241;0.7204968944099379;0.7096690528063077;0.5536478643091569
0.7692580005664118;0.04488450366588468;0.8260869565217391;0.8219732337379396;0.4232469562047757
0.7934721042197677;0.041904957240573706;0.7236024844720497;0.7249520178441747;0.7024001888236644
0.7849051260266213;0.04243744638569171;0.7670807453416149;0.7608932461873638;0.5550102635940409
