train_acc;train_loss;test_acc;test_class_acc;test_loss
0.6843335931410756;0.8290276188034613;0.7950310559006211;0.7919843863471314;0.48475618225447137
0.784099766173032;0.5261043170793671;0.8695652173913043;0.867912905903102;0.32240309034075054
0.8620420888542478;0.42312892674470637;0.8881987577639752;0.8892714493204691;0.29776328547585823
0.8495713172252534;0.4165597528985768;0.7391304347826086;0.7275651001141198;0.725059609975874
0.8565861262665627;0.3702041800028629;0.8944099378881988;0.8932461873638343;0.26472401725394384
0.8682774746687452;0.35361303960496526;0.8975155279503105;0.8960862122626828;0.28995609098339675
0.8830865159781761;0.3272336728505018;0.8944099378881988;0.8951460213715116;0.2916342890040475
0.8815276695245519;0.32295874836662275;0.8819875776397516;0.8816461769893142;0.29719681760168964
0.8877630553390491;0.3480929978429946;0.8881987577639752;0.8875207490403568;0.2790041674183022
0.8885424785658612;0.3254061118639361;0.906832298136646;0.905416796348169;0.269786718839444
0.8924395946999221;0.3009745516521756;0.8819875776397516;0.8794934640522875;0.3008174223374136
0.8947778643803586;0.3152918441399688;0.8695652173913043;0.8651442058304805;0.3038544244832874
0.9072486360093531;0.30295685304739656;0.9099378881987578;0.9104678908600476;0.2786926465189975
0.8932190179267342;0.30802074889489106;0.8788819875776398;0.880187260089221;0.3690949620112129
0.8963367108339828;0.3182779423666019;0.906832298136646;0.9037050005187259;0.27666279210807376
0.8955572876071707;0.28737348096266635;0.9037267080745341;0.9021164021164022;0.2381166165567333
0.8963367108339828;0.2864251485441406;0.9006211180124224;0.8981546322232598;0.26036014370851635
0.9025720966484801;0.2820262974440262;0.9037267080745341;0.9017468098350451;0.24440996783860722
0.9002338269680437;0.27853921238138446;0.9037267080745341;0.901967268388837;0.2554729269898456
0.8924395946999221;0.2814283626370382;0.9161490683229814;0.9150002593630044;0.2615016881168259
0.9025720966484801;0.2896470105912847;0.84472049689441;0.8468591140159768;0.46811342660499655
0.911925175370226;0.26443818646511436;0.9130434782608695;0.9116998651312377;0.24427836661383232
0.911925175370226;0.2604148289942221;0.9161490683229814;0.9139109347442681;0.26416458980822416
0.9158222915042868;0.26150654657618294;0.922360248447205;0.9225217864923746;0.2380354304954132
0.921278254091972;0.25296027681972494;0.922360248447205;0.9218668949061106;0.22023661626699548
0.9025720966484801;0.26662716677155424;0.9130434782608695;0.9126465400975206;0.2377416882085504
0.9158222915042868;0.24592041208561938;0.906832298136646;0.9054492167237265;0.24497298951844992
0.9228371005455963;0.23898551469074963;0.8850931677018633;0.8821713870733477;0.33387776404063896
0.9134840218238504;0.2572938496405179;0.9130434782608695;0.9117711899574644;0.2616035903092497
0.9189399844115355;0.23818669134833714;0.8385093167701864;0.8319198049590207;0.3819022564136464
