train_acc;train_loss;test_acc;test_class_acc;test_loss
0.7014809041309431;0.7734221717108997;0.7950310559006211;0.7888914825189336;0.4739147832860117
0.7778643803585347;0.534946928870743;0.8509316770186336;0.8506198775806618;0.3875993289840147
0.838659392049883;0.43377856579220864;0.8819875776397516;0.8808745720510426;0.32728401696459847
0.8745128604832424;0.3727301589430354;0.7515527950310559;0.7437039630667082;0.5538897467140825
0.8690568978955573;0.3652227719779695;0.8881987577639752;0.8863925199709514;0.2934763243664866
0.8807482462977396;0.33836800411099677;0.8695652173913043;0.8689373897707231;0.3295473420286771
0.8807482462977396;0.34908914852913525;0.8975155279503105;0.8947375246394854;0.2729872038460666
0.8846453624318005;0.33675311097551486;0.9099378881987578;0.9076278659611994;0.26627448976317547
0.8807482462977396;0.34297710197773745;0.8850931677018633;0.8836303039734412;0.32954679262934267
0.8815276695245519;0.31177383432468214;0.9161490683229814;0.9164202718124287;0.25165279061527723
0.8893219017926735;0.33802749265336657;0.9192546583850931;0.9179440294636373;0.2623862247011676
0.8932190179267342;0.32017490878666366;0.8757763975155279;0.8721210706504824;0.29818899140502353
0.886983632112237;0.31627066765599016;0.9037267080745341;0.9031344019089117;0.27465450430508725
0.8963367108339828;0.3043769852360616;0.9130434782608695;0.9104225023342671;0.24850501876717768
0.9025720966484801;0.2781531849087725;0.8850931677018633;0.8820352214960058;0.28369054730449406
0.9033515198752923;0.2792441903998958;0.8881987577639752;0.8857376283846872;0.26093487395262865
0.9095869056897895;0.2669923087452783;0.8633540372670807;0.8637695819068368;0.33533164095249235
0.8939984411535464;0.30250172161396277;0.8975155279503105;0.8941928623301173;0.2857192426642276
0.911925175370226;0.2618249871957516;0.8913043478260869;0.888422035480859;0.29111289839196647
0.9095869056897895;0.282513099112087;0.8881987577639752;0.8850762527233115;0.3153159309479391
0.9056897895557288;0.2659941753626613;0.8416149068322981;0.8365753708890965;0.37245676974239555
0.9010132501948558;0.28650419659686105;0.8975155279503105;0.8954637410519765;0.27443588307555417
0.9103663289166017;0.25952508503793276;0.8944099378881988;0.8932850918145036;0.27056362720565025
0.9142634450506625;0.2550238599174671;0.8850931677018633;0.8813414254590725;0.31607820287994715
0.9072486360093531;0.24897353823237928;0.8944099378881988;0.8912166718539267;0.2566553374162372
0.9134840218238504;0.24810828283045874;0.9161490683229814;0.9149678389874468;0.24522691099725155
0.9127045985970382;0.2635740242892657;0.9254658385093167;0.9237148563128956;0.2379653673410786
0.9228371005455963;0.24656480364356298;0.9099378881987578;0.9075954455856415;0.24940057450569936
0.9158222915042868;0.24641754682047332;0.8975155279503105;0.8940113082269945;0.27176363419116656
0.9189399844115355;0.25360802669057786;0.8913043478260869;0.8892584811702458;0.27673126308259016
