train_acc;train_loss;test_acc;test_class_acc;test_loss
0.686671862821512;0.7877242864107398;0.7857142857142857;0.7794182487809939;0.4845703769914852
0.7661730319563523;0.5192022162634046;0.8291925465838509;0.829643894594875;0.4398957551080988
0.8402182385035074;0.4700641155428749;0.860248447204969;0.8602422450461665;0.35558319735045757
0.8604832424006236;0.3946208186848314;0.9099378881987578;0.9095212158937649;0.29953727251069145
0.8659392049883087;0.3583341682458983;0.8819875776397516;0.8786181139122315;0.295959532168341
0.8721745908028059;0.347114877468984;0.9161490683229814;0.9150002593630044;0.2626399183125229
0.8893219017926735;0.32340365722601244;0.906832298136646;0.9052352422450461;0.2398633700535164
0.8877630553390491;0.3137270343415178;0.8913043478260869;0.8873651312376802;0.35229299890791405
0.8955572876071707;0.3034453540459705;0.8913043478260869;0.8880200228239444;0.2865445226060678
0.8924395946999221;0.32537902982227523;0.9161490683229814;0.9147084759829859;0.24658386022870585
0.8916601714731099;0.30025698160948644;0.9285714285714286;0.928292613341633;0.23225479910832755
0.8893219017926735;0.33101525839450113;0.8975155279503105;0.8965271293702667;0.2857602098898858
0.8916601714731099;0.30271190440896334;0.9254658385093167;0.9248041809316319;0.2326139202630668
0.8916601714731099;0.29985798099778727;0.9130434782608695;0.9116285403050108;0.2645999686966031
0.897116134060795;0.2887010525909143;0.9099378881987578;0.9101372030293599;0.24938852228918432
0.8932190179267342;0.3173798293351477;0.9316770186335404;0.9306139122315593;0.23577550738494588
0.9002338269680437;0.28766054989347584;0.8975155279503105;0.8965530656707127;0.25528955846006823
0.9056897895557288;0.2905961016159641;0.9130434782608695;0.9125687311961821;0.24498848731612197
0.8963367108339828;0.29189911899929943;0.8975155279503105;0.8970393713040772;0.28327048398693155
0.9111457521434139;0.2678505740159671;0.8695652173913043;0.8658769063180828;0.3511398256472919
0.9049103663289166;0.2791423626644762;0.9037267080745341;0.9025897395995436;0.2701243241751416
0.9056897895557288;0.2902400413366936;0.8975155279503105;0.8964104160182592;0.23389036941880026
0.9056897895557288;0.26740378197151893;0.9192546583850931;0.918521112148563;0.23270070589847447
0.9072486360093531;0.26329769274264875;0.9006211180124224;0.8979341736694678;0.24087206084535728
0.9041309431021044;0.2726295359566262;0.9037267080745341;0.9014939309056956;0.2482413106268237
0.9134840218238504;0.24149034431295663;0.9037267080745341;0.9025119306982052;0.2584002836381797
0.9103663289166017;0.26086007615526674;0.8819875776397516;0.8814127502852993;0.2976874030247238
0.9197194076383476;0.23307410873826928;0.8975155279503105;0.8968837535014006;0.2437436247695677
0.9204988308651598;0.23125811050691739;0.8944099378881988;0.8941993464052288;0.2628665138730166
0.9173811379579111;0.2325602546276195;0.9099378881987578;0.9100658782031331;0.24610813200381232
