train_acc;train_loss;test_acc;test_class_acc;test_loss
0.7248636009353079;0.7098575842073905;0.8291925465838509;0.8297087353459901;0.44869825114374573
0.8519095869056897;0.4813143535228976;0.8136645962732919;0.8103732233634194;0.4551835184141716
0.8807482462977396;0.3565719823584553;0.8944099378881988;0.892267092021994;0.29566930900819555
0.8706157443491817;0.37066438781360306;0.8975155279503105;0.895359995850192;0.3088906681315499
0.886983632112237;0.33657440075118006;0.8944099378881988;0.8928182384064737;0.2745526574135567
0.8784099766173032;0.3443103906635372;0.8478260869565217;0.8413606183214027;0.3809302171102222
0.8791893998441154;0.3464064958824;0.8633540372670807;0.8645152505446623;0.31977423516489706
0.8846453624318005;0.32855586661134767;0.8260869565217391;0.8195806100217865;0.42538628009905727
0.8893219017926735;0.3189109086827756;0.9006211180124224;0.900119306982052;0.27278840851894814
0.8939984411535464;0.3013290212034529;0.9192546583850931;0.9174317875298268;0.25546222642897076
0.8893219017926735;0.33404252561432074;0.906832298136646;0.9047943251374625;0.28553552192097864
0.897116134060795;0.2949599295053181;0.8788819875776398;0.8751361655773421;0.31174077158388885
0.8963367108339828;0.3336812892372684;0.906832298136646;0.9067265795206971;0.25658439432982333
0.897116134060795;0.31044725371656806;0.8788819875776398;0.8800835148874363;0.31767512769987866
0.8947778643803586;0.3096224985035341;0.8633540372670807;0.8578107168793444;0.35751615853413293
0.9002338269680437;0.2979416441889545;0.8975155279503105;0.8935379707438531;0.2507780633450295
0.9002338269680437;0.3073330853491534;0.8975155279503105;0.898011982570806;0.2625209759943974
0.8963367108339828;0.3028121631032122;0.8757763975155279;0.8714985994397759;0.32755571865239497
0.9049103663289166;0.2841346664637304;0.8819875776397516;0.8829818964622885;0.2868275565806753
0.9056897895557288;0.277377060581861;0.8975155279503105;0.8954637410519765;0.26094581716641874
0.9134840218238504;0.25201454058881856;0.9037267080745341;0.9041134972507522;0.28695819202972495
0.9049103663289166;0.2662950293716284;0.9161490683229814;0.9146047307812014;0.25274043747727176
0.9103663289166017;0.2616487445479618;0.8975155279503105;0.8971431165058616;0.2627649634891415
0.9056897895557288;0.277800090535488;0.8695652173913043;0.8696506380329909;0.3149166829097345
0.9080280592361653;0.27142132571314054;0.906832298136646;0.9063634713144517;0.2633424186674149
0.9158222915042868;0.24173369372462447;0.9099378881987578;0.9103576615831518;0.26149985027609407
0.9088074824629774;0.26311340511704645;0.9006211180124224;0.900119306982052;0.25066564370941674
0.9072486360093531;0.2659349087001473;0.9161490683229814;0.9143453677767402;0.22651743537150554
0.9189399844115355;0.2417738715510464;0.9099378881987578;0.908645865753709;0.27203181867273696
0.911925175370226;0.2449638212879282;0.9006211180124224;0.8985501608050628;0.22578722594872766
0.916601714731099;0.24338789733122404;0.9254658385093167;0.9240779645191409;0.23027229707063354
0.9127045985970382;0.23633760497821837;0.8975155279503105;0.8944846457101359;0.2774470649335695
0.921278254091972;0.22869748368406334;0.9130434782608695;0.9133727565100115;0.27488747056319107
0.9251753702260327;0.22177532605031275;0.8913043478260869;0.8912166718539268;0.29239242449865577
0.9204988308651598;0.25128742114046265;0.9006211180124224;0.8981870525988173;0.2518657313555664
0.9189399844115355;0.22431368201343882;0.9006211180124224;0.8996394854237991;0.2775131823576015
0.9345284489477786;0.20074130366218806;0.9130434782608695;0.9125687311961821;0.24391363755516385
0.9251753702260327;0.22535040006999707;0.9192546583850931;0.917250233426704;0.23991893255007193
0.9236165237724084;0.20836660502854493;0.9285714285714286;0.9278906006847182;0.2384222768108297
0.9236165237724084;0.21574083288270612;0.922360248447205;0.921970640107895;0.22886104856311165
0.9259547934528449;0.23412024723953878;0.8695652173913043;0.8650728810042535;0.3619063086113574
0.9259547934528449;0.24344612760229772;0.9161490683229814;0.9140924888473908;0.24798041970833487
0.9197194076383476;0.22343733464531013;0.8695652173913043;0.8700137462392364;0.36084105127624105
0.9251753702260327;0.20052185853535276;0.9130434782608695;0.9118425147836913;0.22226468524577456
0.93141075604053;0.20565765097865069;0.9099378881987578;0.909560120344434;0.2257407870351898
0.9345284489477786;0.21139060573497045;0.9037267080745341;0.9006574852163087;0.274025391810429
0.9399844115354637;0.19453088906089125;0.9099378881987578;0.9075565411349725;0.26434295719362194
0.926734216679657;0.20047371381268034;0.8944099378881988;0.8904904554414358;0.2912144679460466
0.9376461418550273;0.1948567200002035;0.9161490683229814;0.9155125012968149;0.21987375017741453
0.9407638347622759;0.17046628786441134;0.8913043478260869;0.8895113600995955;0.2568474109313503
